product_id,product_variant_id,product_variant_title,pais,tipo,classificacao,uva,tamanho,tampa,harmonizacao
10274,9896,Vinho Branco Sauvignon Blanc Pedro Jimenez Reservado Concha y Toro 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
10275,9897,Vinho Tinto Carménère Secret Reserve Santa Rita 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
10276,9898,Vinho Tinto Cabernet Sauvignon Secret Reserve Santa Rita 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
10919,10549,Vinho Tinto Vivant 269ml,Brasil,Tinto,Seco,Blend,Outros,Outra,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
10920,10550,Vinho Branco Vivant 269ml,Brasil,Branco,Seco,Chardonnay,Outros,Outra,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
10921,10551,Vinho Rosé Vivant 269ml,Brasil,Rose,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
11135,10765,Vinho Branco Arya 269ml,Brasil,Branco,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
11136,10766,Vinho Rosé Arya 269ml,Brasil,Rose,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
11137,10767,Vinho Tinto Arya 269ml,Brasil,Tinto,Seco,Blend,Outros,Outra,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
11138,10768,Prosecco Brut Arya 250ml,Brasil,Espumante,Brut,Blend,Outros,Outra,"Frutos do mar, Queijos, Saladas e aperitivos"
11356,10986,Vinho Bordô Tinto Suave Quinta Jubair 750ml,Brasil,Tinto,Suave,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
11594,11224,Espumante Brut VIC Bueno 750ml,Brasil,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
11595,11225,Vinho Tinto Bueno Cabernet Sauvignon VIN 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rosca,"Carnes de caça, Carnes vermelhas, Queijos"
11596,11226,Espumante Brut Rosé Desirée Bueno 750ml,Brasil,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
11597,11227,Vinho Branco Sauvignon Blanc Bellavista Bueno 750ml,Brasil,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
11599,11229,Vinho Tinto Paralelo 31 Bueno 750ml,Brasil,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
11600,11230,Espumante Cuvée Prestige Brut Bueno 750ml,Brasil,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
11601,11231,Vinho Tinto Anima Bueno 750ml,Brasil,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
11709,11339,Vinho Rosé Let's Wines 269ml,Brasil,Rose,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
11710,11340,Vinho Branco Let's Wines 269ml,Brasil,Branco,Seco,Chardonnay,Outros,Outra,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
11838,11468,Chopp de Vinho Draft 300ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11839,11469,Chopp de Vinho Draft 350ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11840,11470,Chopp de Vinho White Draft 600ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11841,11471,Chopp de Vinho White Draft 300ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11842,11472,Chopp de Vinho Peach Draft 600ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11843,11473,Chopp de Vinho Peach Draft 300ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11844,11474,Chopp de Vinho Ice Draft 600ml,Brasil,Outros,Suave,Outras,Outros,Outra,
11845,11475,Chopp de Vinho Ice Draft 300ml,Brasil,Outros,Suave,Outras,Outros,Outra,
12236,11866,Vinho Tinto Pinot Noir Bellavista Bueno 750ml,Brasil,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
12510,12140,Espumante Moscatel Spina 270ml,Brasil,Espumante,Suave,Moscato,Outros,Outra,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
12511,12141,Espumante Brut Prosecco Spina 270ml,Brasil,Espumante,Brut,Outras,Outros,Outra,"Frutos do mar, Queijos, Saladas e aperitivos"
12754,12384,Vinho Tinto Cabernet Sauvignon Fabenne BIB 3L,Brasil,Tinto,Seco,Cabernet Sauvignon,Outros,Outra,"Carnes de caça, Carnes vermelhas, Queijos"
12755,12385,Vinho Branco Moscato Giallo Fabenne BagInBox 3L,Brasil,Branco,Seco,Moscato,Outros,Outra,"Saladas e aperitivos, Sobremesas"
12756,12386,Vinho Rosé Fabenne BagInBox 3L,Brasil,Rose,Seco,Blend,Outros,Outra,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
13082,12712,Vinho Tinto Cabernet Sauvignon Cava Negra 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
13083,12713,Vinho Branco Chardonnay Cava Negra 750ml,Argentina,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
13084,12714,Vinho Branco Chardonnay Cava Negra 375ml,Argentina,Branco,Seco,Chardonnay,375ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
13085,12715,Vinho Tinto Malbec Cava Negra 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13086,12716,Vinho Tinto Malbec Cava Negra 375ml,Argentina,Tinto,Seco,Malbec,375ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13087,12717,Vinho Tinto Merlot Cava Negra 750ml,Argentina,Tinto,Seco,Merlot,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13088,12718,Vinho Branco Torrontés Cava Negra 750ml,Argentina,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
13089,12719,Vinho Tinto Cabernet Sauvignon Las Perdices 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
13090,12720,Vinho Tinto Malbec Las Perdices 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13091,12721,Vinho Branco Pinot Grigio Las Perdices 750ml,Argentina,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
13092,12722,Vinho Tinto Syrah Viognier Las Perdices 750ml,Argentina,Tinto,Seco,Syrah,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Pratos apimentados"
13093,12723,Vinho Branco Torrontés Las Perdices 750ml,Argentina,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
13094,12724,Vinho Branco Viognier Las Perdices 750ml,Argentina,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
13095,12725,Vinho Branco Sauvignon Blanc Las Perdices 750ml,Argentina,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
13096,12726,Vinho Rosé Malbec Las Perdices 750ml,Argentina,Rose,Seco,Malbec,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
13097,12727,Vinho Branco Reserva Albariño Las Perdices 750ml,Argentina,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
13098,12728,Vinho Tinto Reserva Bonarda Las Perdices 750ml,Argentina,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13099,12729,Vinho Tinto Reserva Cabernet Sauvignon Las Perdices 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
13100,12730,Vinho Tinto Reserva Malbec Las Perdices 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13101,12731,Vinho Tinto Reserva Pinot Noir Las Perdices 750ml,Argentina,Tinto,Seco,Pinot Noir,750ml,Rolha,"Carnes brancas, Carnes de caça, Saladas e aperitivos"
13102,12732,Vinho Branco Reserva Chardonnay Las Perdices 750ml,Argentina,Branco,Seco,Chardonnay,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
13103,12733,Vinho Branco Sauvignon Blanc Chac Chac 750ml,Argentina,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
13104,12734,Vinho Tinto Malbec Chac Chac 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
13105,12735,Vinho Rosé Malbec Chac Chac 750ml,Argentina,Rose,Seco,Malbec,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
13106,12736,Vinho Tinto Negro Malbec Mendoza 750ml,Argentina,Tinto,Demi-Sec,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
